video_id,path,width,height,fps,total_frames,file_name,category_id,category_name,supercategory,color,metadata,pass_id,Frame,BoudingBox,Area,Circularity,Convexity,Rectangularity,Elongation,Eccentricity,Solidity
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},11,42,"[98, 227, 209, 127]",0.016647135416666667,0.605655337459146,0.8223738010976138,0.5853937728937729,0.6076555023923444,0.9415483174283623,0.8008978910002088
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},11,43,"[132, 222, 218, 122]",0.01603515625,0.6414656672133467,0.8892914712252001,0.5628213428799939,0.5596330275229358,0.9600562240641299,0.8041573706263264
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},11,44,"[212, 232, 194, 138]",0.0176611328125,0.6483449723386897,0.8384785512719236,0.6155780794977497,0.711340206185567,0.7507947225417435,0.8052490971157176
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},11,47,"[188, 212, 284, 174]",0.02451714409722222,0.5691193834960551,0.8148706588596792,0.4746061969202669,0.6126760563380281,0.9177162512028576,0.716960177693162
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},12,149,"[802, 316, 230, 194]",0.029698350694444445,0.6917504273405942,0.873828587669369,0.6192728013213566,0.8434782608695652,0.9187464542809907,0.85134840897073
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},12,150,"[803, 294, 197, 227]",0.029645182291666666,0.6525373356103656,0.8158175998376854,0.6167825537294563,0.8678414096916299,0.9026880513548646,0.8255699759771556
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},12,151,"[775, 290, 203, 244]",0.03386284722222222,0.6491996834576983,0.8169630581964505,0.6357822726261574,0.8319672131147541,0.5296418000325275,0.8282817559318435
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},12,152,"[805, 382, 173, 148]",0.018283962673611112,0.7163348628800332,0.8669697865659868,0.6664493943978732,0.8554913294797688,0.8499831229819377,0.8265316132829744
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},12,153,"[767, 380, 121, 177]",0.0165576171875,0.7377566435657824,0.8803437447478896,0.722514421698525,0.6836158192090396,0.6642204921985939,0.8650019840145117
0,dataset/cages/cage1_red_empty.avi,1280,720,10,1102,cage1_red_empty.avi,5,person_nothing,people,#fa8e3c,{},12,154,"[626, 245, 248, 311]",0.05167697482638889,0.5252639959692585,0.7096908603033207,0.6219864176570459,0.797427652733119,0.5234693973040969,0.6569487550865577
